,0
0,670.6227781851294
1,905.8108036926087
2,1385.8675504648882
3,846.9627908811235
4,241.7811084292298
5,643.1320005014886
6,346.4375186722755
7,1153.4431712828473
8,518.2618484698314
9,460.0250611456677
10,-562.0599961990756
11,12.684934108600828
12,1594.288069077933
13,1486.626987157737
14,847.6301129752892
15,1889.5888634033108
16,4141.432531995961
17,4592.584615587355
18,4531.644788674477
19,4550.856433271092
20,5544.715514638071
21,5346.772590436523
22,5539.682745661239
23,5609.191251492079
24,5639.64553964744
25,5529.007762712699
26,5595.3307947713765
27,5596.121445074222
28,5592.748828248061
29,5574.371072421671
30,5648.501293275783
31,5579.817429224108
32,5575.330871461544
33,5625.113617438153
34,5855.264369992385
35,5730.797140437048
36,5740.981936338359
37,5750.317278730622
38,5677.375353436227
39,5661.046116111143
40,5785.137770799602
41,5667.376561238907
42,5552.771018306626
43,5759.652079542599
44,5879.210732028937
45,6065.402843312892
46,5829.375652960812
47,6014.839449840967
48,6052.370430780164
49,5903.155066521283
50,5828.838674260652
51,5770.728381096469
52,5768.842038185046
53,5729.106638573509
54,5843.30948302706
55,5991.834187704843
56,5838.129056354568
57,5784.9835389153195
58,6036.176673440956
59,5926.962926809772
60,5879.793438596778
61,6138.508532262461
62,6137.300295698286
63,5887.775411205346
64,5957.097393585016
65,6070.7582978254895
66,6119.497595935867
67,5995.894263178716
68,6002.828058022913
69,5778.368438540681
70,5974.543178878105
71,6072.7361177884895
72,5873.742171689094
73,6038.451802689383
74,6072.300005159349
75,6004.629517999262
76,6169.977745043017
77,5958.986230472053
78,6071.427959267223
79,6005.472863955538
80,6034.492654149484
81,6137.427608162208
82,6176.829330689516
83,5922.333012093666
84,5969.16706995737
85,6085.692927444907
86,5946.263153724586
87,5914.406048030131
88,6021.759380362897
89,5887.194145295176
90,5983.307005676068
91,6067.6977663039215
92,6145.01384516294
93,6109.528147214822
94,5853.960814277934
95,5985.796614429451
96,5736.652007770118
97,5852.6692327928795
98,5956.056525022173
99,6065.504069726811
100,6080.3987852798255
101,6031.797963337296
102,5842.7534483769305
103,6105.291886332117
104,5622.912128698911
105,5927.022709110388
106,5836.449888149783
107,5862.390419926081
108,5354.239692816273
109,5467.702270006589
110,5738.549579818656
111,5856.177164111041
112,5590.950441510584
113,5088.788946324346
114,5329.835866848286
115,5698.640668565019
116,5336.201507723784
117,5203.825222141775
118,5883.598224307144
119,5512.103681405753
120,5695.718882662804
121,5950.848776376395
122,6021.18171087808
123,5320.287841567562
124,5771.291526819219
125,5926.140593746676
126,5544.978995479448
127,5658.2709219609815
128,6106.126948136022
129,5492.401835606428
130,5746.6634579722
131,5762.153039746872
132,5980.694420638718
133,5919.614761445158
134,5813.670572912426
135,5812.543572553526
136,5948.779638302027
137,5907.837721054531
138,5999.665968029341
139,5933.73018041819
140,5434.7097312769265
141,6016.196518506644
142,5746.169365501545
143,5973.213560104286
144,6023.414451774275
145,5717.139377197551
146,5628.910067317831
147,6054.123985018487
148,5728.189069933356
149,5334.777001170377
150,5705.8674481324615
151,5062.639331068983
152,5856.797112272811
153,5487.211490719831
154,5875.674460942024
155,5923.448250024316
156,5571.197319282147
157,5809.544334096568
158,5633.766221658647
159,5682.184389651318
160,5963.796280591252
161,5915.429142639979
162,5870.317801798004
163,5678.605405500738
164,5935.661726425285
165,5747.4064678060495
166,5949.955995326154
167,5572.185014589648
168,5860.532877121323
169,6047.877544337357
170,5623.1131893887705
171,5912.263332830371
172,5798.658901709596
173,5918.368959770981
174,6034.428605136116
